,1,0.5,0.2
635,4-5,4.0-4.4,4.4-4.5
636,4-5,4.0-4.4,4.2-4.3
637,4-5,4.0-4.4,4.4-4.5
638,4-5,4.0-4.4,4.2-4.3
639,4-5,4.5-4.9,4.6-4.7
640,3-4,3.0-3.4,3.2-3.3
641,4-5,4.0-4.4,4.0-4.1
642,4-5,4.0-4.4,4.0-4.1
643,4-5,4.5-4.9,4.6-4.7
644,4-5,4.0-4.4,4.0-4.1
645,4-5,4.0-4.4,4.2-4.3
646,3-4,3.5-3.9,3.4-3.5
647,3-4,3.5-3.9,3.8-3.9
648,3-4,3.0-3.4,3.0-3.1
649,4-5,4.5-4.9,4.4-4.5
650,4-5,4.0-4.4,4.2-4.3
651,4-5,4.0-4.4,4.0-4.1
652,4-5,4.0-4.4,4.2-4.3
653,4-5,4.5-4.9,4.4-4.5
654,4-5,4.5-4.9,4.4-4.5
655,3-4,3.5-3.9,3.8-3.9
656,4-5,4.5-4.9,4.4-4.5
657,4-5,4.5-4.9,4.6-4.7
658,4-5,4.0-4.4,4.2-4.3
659,4-5,4.0-4.4,4.0-4.1
660,4-5,4.0-4.4,4.2-4.3
661,4-5,4.0-4.4,4.2-4.3
662,4-5,4.5-4.9,4.4-4.5
663,4-5,4.5-4.9,4.8-4.9
664,4-5,4.0-4.4,4.2-4.3
665,4-5,4.0-4.4,4.4-4.5
666,4-5,4.5-4.9,4.6-4.7
667,4-5,4.0-4.4,4.2-4.3
668,3-4,3.5-3.9,3.6-3.7
669,4-5,4.0-4.4,4.0-4.1
670,4-5,4.0-4.4,4.2-4.3
671,4-5,4.5-4.9,4.6-4.7
672,4-5,4.0-4.4,4.2-4.3
673,2-3,2.5-2.9,2.8-2.9
674,4-5,4.5-4.9,4.4-4.5
675,4-5,4.0-4.4,4.2-4.3
676,4-5,4.0-4.4,4.2-4.3
677,4-5,4.5-4.9,4.4-4.5
678,3-4,3.5-3.9,3.8-3.9
679,4-5,4.0-4.4,4.4-4.5
680,4-5,4.0-4.4,4.0-4.1
681,3-4,3.5-3.9,3.6-3.7
682,4-5,4.0-4.4,4.2-4.3
683,4-5,4.0-4.4,4.2-4.3
684,3-4,3.5-3.9,3.6-3.7
685,4-5,4.0-4.4,4.2-4.3
686,4-5,4.5-4.9,4.4-4.5
687,4-5,4.5-5.0,4.8-5.0
688,4-5,4.0-4.4,4.4-4.5
689,4-5,4.0-4.4,4.4-4.5
690,4-5,4.5-4.9,4.4-4.5
691,4-5,4.5-4.9,4.6-4.7
692,4-5,4.5-4.9,4.4-4.5
693,4-5,4.5-4.9,4.4-4.5
694,4-5,4.5-4.9,4.4-4.5
695,4-5,4.5-4.9,4.4-4.5
696,4-5,4.0-4.4,4.2-4.3
697,4-5,4.5-4.9,4.4-4.5
698,4-5,4.0-4.4,4.2-4.3
699,2-3,2.5-2.9,2.6-2.7
700,4-5,4.5-4.9,4.4-4.5
701,4-5,4.5-4.9,4.4-4.5
702,4-5,4.0-4.4,4.0-4.1
703,3-4,3.5-3.9,3.8-3.9
704,4-5,4.0-4.4,4.2-4.3
705,4-5,4.0-4.4,4.0-4.1
706,4-5,4.5-4.9,4.4-4.5
707,4-5,4.0-4.4,4.0-4.1
708,4-5,4.0-4.4,4.4-4.5
709,4-5,4.0-4.4,4.4-4.5
710,4-5,4.5-4.9,4.4-4.5
711,4-5,4.5-4.9,4.4-4.5
712,4-5,4.5-4.9,4.6-4.7
713,4-5,4.0-4.4,4.2-4.3
714,3-4,3.5-3.9,3.6-3.7
715,4-5,4.5-4.9,4.4-4.5
716,3-4,3.5-3.9,3.6-3.7
717,4-5,4.0-4.4,4.2-4.3
718,4-5,4.5-4.9,4.6-4.7
719,4-5,4.0-4.4,4.2-4.3
720,3-4,3.5-3.9,3.8-3.9
721,3-4,3.5-3.9,3.6-3.7
722,4-5,4.0-4.4,4.4-4.5
723,4-5,4.5-4.9,4.4-4.5
724,4-5,4.5-4.9,4.6-4.7
725,4-5,4.0-4.4,4.2-4.3
726,4-5,4.0-4.4,4.2-4.3
727,4-5,4.0-4.4,4.4-4.5
728,4-5,4.5-4.9,4.6-4.7
729,4-5,4.5-4.9,4.4-4.5
730,4-5,4.0-4.4,4.2-4.3
731,4-5,4.0-4.4,4.2-4.3
732,3-4,3.5-3.9,3.6-3.7
733,4-5,4.5-4.9,4.4-4.5
734,4-5,4.0-4.4,4.2-4.3
735,4-5,4.0-4.4,4.2-4.3
736,4-5,4.0-4.4,4.4-4.5
737,4-5,4.0-4.4,4.4-4.5
738,2-3,2.5-2.9,2.8-2.9
739,4-5,4.0-4.4,4.4-4.5
740,4-5,4.5-4.9,4.4-4.5
741,4-5,4.5-4.9,4.6-4.7
742,4-5,4.0-4.4,4.0-4.1
743,4-5,4.0-4.4,4.2-4.3
744,3-4,3.0-3.4,3.2-3.3
745,4-5,4.5-4.9,4.6-4.7
746,4-5,4.5-4.9,4.4-4.5
747,4-5,4.5-4.9,4.4-4.5
748,4-5,4.5-4.9,4.4-4.5
749,4-5,4.0-4.4,4.4-4.5
750,4-5,4.5-4.9,4.6-4.7
751,4-5,4.5-4.9,4.4-4.5
752,4-5,4.5-4.9,4.4-4.5
753,4-5,4.0-4.4,4.4-4.5
754,4-5,4.5-4.9,4.8-4.9
755,4-5,4.0-4.4,4.0-4.1
756,3-4,3.5-3.9,3.4-3.5
757,4-5,4.0-4.4,4.2-4.3
758,4-5,4.5-4.9,4.6-4.7
759,4-5,4.0-4.4,4.4-4.5
760,4-5,4.0-4.4,4.2-4.3
761,4-5,4.5-4.9,4.4-4.5
762,4-5,4.0-4.4,4.0-4.1
763,4-5,4.5-5.0,4.8-5.0
764,4-5,4.0-4.4,4.0-4.1
765,4-5,4.0-4.4,4.2-4.3
766,4-5,4.0-4.4,4.2-4.3
767,4-5,4.5-4.9,4.4-4.5
768,4-5,4.0-4.4,4.2-4.3
769,4-5,4.0-4.4,4.4-4.5
770,4-5,4.5-4.9,4.6-4.7
771,4-5,4.0-4.4,4.0-4.1
772,4-5,4.0-4.4,4.0-4.1
773,4-5,4.0-4.4,4.2-4.3
774,4-5,4.5-4.9,4.4-4.5
775,3-4,3.5-3.9,3.8-3.9
776,4-5,4.0-4.4,4.0-4.1
777,4-5,4.0-4.4,4.2-4.3
778,4-5,4.5-4.9,4.4-4.5
779,4-5,4.5-4.9,4.4-4.5
780,4-5,4.0-4.4,4.4-4.5
781,4-5,4.0-4.4,4.2-4.3
782,4-5,4.0-4.4,4.0-4.1
783,4-5,4.0-4.4,4.0-4.1
784,4-5,4.0-4.4,4.4-4.5
785,4-5,4.5-4.9,4.4-4.5
786,3-4,3.5-3.9,3.6-3.7
787,3-4,3.5-3.9,3.8-3.9
788,4-5,4.5-4.9,4.4-4.5
789,4-5,4.0-4.4,4.0-4.1
790,4-5,4.0-4.4,4.2-4.3
791,2-3,2.0-2.4,2.2-2.3
792,4-5,4.0-4.4,4.0-4.1
793,3-4,3.0-3.4,3.0-3.1
794,3-4,3.5-3.9,3.6-3.7
795,4-5,4.0-4.4,4.2-4.3
796,4-5,4.0-4.4,4.4-4.5
797,4-5,4.5-4.9,4.4-4.5
798,3-4,3.5-3.9,3.6-3.7
799,4-5,4.5-4.9,4.6-4.7
800,4-5,4.5-4.9,4.4-4.5
801,4-5,4.0-4.4,4.2-4.3
802,4-5,4.0-4.4,4.2-4.3
803,4-5,4.5-4.9,4.4-4.5
804,3-4,3.0-3.4,3.2-3.3
805,4-5,4.0-4.4,4.2-4.3
806,4-5,4.0-4.4,4.2-4.3
807,4-5,4.0-4.4,4.4-4.5
808,4-5,4.5-4.9,4.4-4.5
809,4-5,4.0-4.4,4.2-4.3
810,3-4,3.5-3.9,3.6-3.7
811,4-5,4.5-4.9,4.4-4.5
812,4-5,4.5-4.9,4.4-4.5
813,4-5,4.5-4.9,4.4-4.5
814,3-4,3.5-3.9,3.6-3.7
815,4-5,4.0-4.4,4.2-4.3
816,4-5,4.0-4.4,4.2-4.3
817,4-5,4.0-4.4,4.2-4.3
818,4-5,4.5-4.9,4.4-4.5
819,4-5,4.0-4.4,4.2-4.3
820,4-5,4.0-4.4,4.2-4.3
821,4-5,4.0-4.4,4.0-4.1
822,4-5,4.0-4.4,4.0-4.1
823,4-5,4.0-4.4,4.2-4.3
824,4-5,4.5-4.9,4.4-4.5
825,4-5,4.0-4.4,4.2-4.3
826,4-5,4.5-5.0,4.8-5.0
827,4-5,4.0-4.4,4.2-4.3
828,4-5,4.5-4.9,4.6-4.7
829,4-5,4.0-4.4,4.0-4.1
830,4-5,4.5-4.9,4.4-4.5
831,4-5,4.0-4.4,4.2-4.3
832,4-5,4.0-4.4,4.2-4.3
833,4-5,4.0-4.4,4.0-4.1
834,4-5,4.5-4.9,4.4-4.5
835,3-4,3.5-3.9,3.6-3.7
836,4-5,4.5-4.9,4.6-4.7
837,3-4,3.5-3.9,3.8-3.9
838,4-5,4.0-4.4,4.2-4.3
839,3-4,3.5-3.9,3.4-3.5
840,4-5,4.5-5.0,4.8-5.0
841,4-5,4.0-4.4,4.0-4.1
842,4-5,4.5-4.9,4.4-4.5
843,4-5,4.0-4.4,4.4-4.5
844,4-5,4.0-4.4,4.2-4.3
845,4-5,4.5-4.9,4.4-4.5
846,3-4,3.5-3.9,3.6-3.7
847,4-5,4.0-4.4,4.2-4.3
848,4-5,4.5-5.0,4.8-5.0
849,4-5,4.5-4.9,4.4-4.5
850,4-5,4.0-4.4,4.2-4.3
851,4-5,4.5-4.9,4.4-4.5
852,4-5,4.5-4.9,4.4-4.5
853,3-4,3.5-3.9,3.6-3.7
854,4-5,4.0-4.4,4.2-4.3
855,4-5,4.0-4.4,4.2-4.3
856,4-5,4.5-4.9,4.4-4.5
857,3-4,3.5-3.9,3.6-3.7
858,4-5,4.0-4.4,4.4-4.5
859,4-5,4.5-4.9,4.4-4.5
860,4-5,4.5-4.9,4.4-4.5
861,4-5,4.0-4.4,4.4-4.5
862,4-5,4.5-4.9,4.4-4.5
863,4-5,4.0-4.4,4.0-4.1
864,4-5,4.5-4.9,4.4-4.5
865,4-5,4.0-4.4,4.2-4.3
866,4-5,4.5-4.9,4.4-4.5
867,4-5,4.5-4.9,4.4-4.5
868,4-5,4.0-4.4,4.4-4.5
869,3-4,3.5-3.9,3.6-3.7
870,4-5,4.0-4.4,4.4-4.5
871,2-3,2.5-2.9,2.6-2.7
872,4-5,4.5-4.9,4.8-4.9
873,4-5,4.0-4.4,4.2-4.3
874,4-5,4.0-4.4,4.0-4.1
875,3-4,3.5-3.9,3.6-3.7
876,4-5,4.5-4.9,4.6-4.7
877,3-4,3.5-3.9,3.8-3.9
878,4-5,4.5-5.0,4.8-5.0
879,4-5,4.0-4.4,4.4-4.5
880,4-5,4.0-4.4,4.0-4.1
881,4-5,4.0-4.4,4.2-4.3
882,4-5,4.0-4.4,4.2-4.3
883,4-5,4.5-4.9,4.4-4.5
884,4-5,4.0-4.4,4.4-4.5
885,4-5,4.0-4.4,4.2-4.3
886,4-5,4.0-4.4,4.0-4.1
887,4-5,4.0-4.4,4.4-4.5
888,4-5,4.0-4.4,4.2-4.3
889,3-4,3.5-3.9,3.6-3.7
890,4-5,4.0-4.4,4.2-4.3
891,4-5,4.5-4.9,4.6-4.7
892,4-5,4.5-4.9,4.4-4.5
893,4-5,4.5-4.9,4.4-4.5
894,3-4,3.5-3.9,3.8-3.9
895,4-5,4.5-4.9,4.8-4.9
896,4-5,4.5-4.9,4.6-4.7
897,4-5,4.5-4.9,4.4-4.5
898,4-5,4.0-4.4,4.2-4.3
899,4-5,4.0-4.4,4.2-4.3
900,4-5,4.0-4.4,4.0-4.1
901,4-5,4.0-4.4,4.0-4.1
902,3-4,3.5-3.9,3.6-3.7
903,3-4,3.5-3.9,3.6-3.7
904,4-5,4.5-4.9,4.4-4.5
905,4-5,4.5-4.9,4.6-4.7
906,4-5,4.5-5.0,4.8-5.0
907,4-5,4.0-4.4,4.4-4.5
908,4-5,4.5-4.9,4.4-4.5
909,4-5,4.0-4.4,4.2-4.3
910,4-5,4.5-4.9,4.4-4.5
911,4-5,4.0-4.4,4.2-4.3
912,4-5,4.0-4.4,4.2-4.3
913,3-4,3.0-3.4,3.2-3.3
914,4-5,4.5-4.9,4.4-4.5
915,4-5,4.0-4.4,4.0-4.1
916,4-5,4.0-4.4,4.2-4.3
917,3-4,3.5-3.9,3.6-3.7
918,4-5,4.0-4.4,4.0-4.1
919,4-5,4.5-4.9,4.4-4.5
920,3-4,3.5-3.9,3.6-3.7
921,3-4,3.5-3.9,3.8-3.9
922,4-5,4.0-4.4,4.2-4.3
923,4-5,4.0-4.4,4.4-4.5
924,4-5,4.0-4.4,4.2-4.3
925,4-5,4.5-4.9,4.6-4.7
926,4-5,4.0-4.4,4.0-4.1
927,4-5,4.0-4.4,4.2-4.3
928,4-5,4.5-4.9,4.4-4.5
929,4-5,4.0-4.4,4.2-4.3
930,4-5,4.0-4.4,4.4-4.5
931,4-5,4.0-4.4,4.2-4.3
932,3-4,3.5-3.9,3.4-3.5
933,4-5,4.5-4.9,4.4-4.5
934,4-5,4.0-4.4,4.0-4.1
935,4-5,4.0-4.4,4.2-4.3
936,4-5,4.0-4.4,4.4-4.5
937,4-5,4.5-5.0,4.8-5.0
938,2-3,2.0-2.4,2.2-2.3
939,4-5,4.5-4.9,4.4-4.5
940,4-5,4.5-4.9,4.4-4.5
941,4-5,4.0-4.4,4.4-4.5
942,3-4,3.5-3.9,3.6-3.7
943,4-5,4.0-4.4,4.0-4.1
944,4-5,4.0-4.4,4.0-4.1
945,4-5,4.5-4.9,4.4-4.5
946,4-5,4.5-4.9,4.8-4.9
947,4-5,4.0-4.4,4.4-4.5
948,4-5,4.5-4.9,4.4-4.5
949,4-5,4.0-4.4,4.2-4.3
950,3-4,3.5-3.9,3.6-3.7
951,4-5,4.5-4.9,4.4-4.5
952,4-5,4.0-4.4,4.4-4.5
953,4-5,4.0-4.4,4.2-4.3
954,4-5,4.0-4.4,4.2-4.3
955,4-5,4.5-4.9,4.6-4.7
956,4-5,4.0-4.4,4.2-4.3
957,4-5,4.0-4.4,4.4-4.5
958,3-4,3.0-3.4,3.2-3.3
959,4-5,4.5-5.0,4.8-5.0
960,4-5,4.5-4.9,4.4-4.5
961,4-5,4.5-4.9,4.4-4.5
962,4-5,4.0-4.4,4.4-4.5
963,4-5,4.0-4.4,4.2-4.3
964,4-5,4.5-4.9,4.4-4.5
965,4-5,4.0-4.4,4.2-4.3
966,4-5,4.0-4.4,4.0-4.1
967,4-5,4.5-4.9,4.8-4.9
968,4-5,4.5-4.9,4.4-4.5
969,2-3,2.0-2.4,2.2-2.3
970,4-5,4.0-4.4,4.4-4.5
971,4-5,4.0-4.4,4.2-4.3
972,3-4,3.5-3.9,3.8-3.9
973,4-5,4.5-4.9,4.4-4.5
974,4-5,4.5-4.9,4.4-4.5
975,4-5,4.0-4.4,4.0-4.1
976,4-5,4.5-4.9,4.4-4.5
977,4-5,4.5-4.9,4.4-4.5
978,4-5,4.0-4.4,4.0-4.1
979,3-4,3.5-3.9,3.4-3.5
980,4-5,4.0-4.4,4.0-4.1
981,4-5,4.0-4.4,4.2-4.3
982,3-4,3.0-3.4,3.2-3.3
983,3-4,3.0-3.4,3.2-3.3
984,3-4,3.5-3.9,3.6-3.7
985,4-5,4.0-4.4,4.0-4.1
986,4-5,4.5-4.9,4.8-4.9
987,4-5,4.0-4.4,4.2-4.3
988,4-5,4.0-4.4,4.2-4.3
989,3-4,3.5-3.9,3.6-3.7
990,4-5,4.0-4.4,4.0-4.1
991,4-5,4.0-4.4,4.2-4.3
992,4-5,4.5-4.9,4.4-4.5
993,3-4,3.0-3.4,3.2-3.3
994,4-5,4.0-4.4,4.0-4.1
995,4-5,4.0-4.4,4.2-4.3
996,4-5,4.0-4.4,4.2-4.3
997,3-4,3.5-3.9,3.6-3.7
998,3-4,3.0-3.4,3.2-3.3
999,4-5,4.0-4.4,4.0-4.1
1000,4-5,4.0-4.4,4.2-4.3
1001,4-5,4.5-4.9,4.6-4.7
1002,4-5,4.5-4.9,4.4-4.5
1003,4-5,4.0-4.4,4.0-4.1
1004,4-5,4.0-4.4,4.4-4.5
1005,4-5,4.0-4.4,4.0-4.1
1006,4-5,4.5-4.9,4.4-4.5
1007,4-5,4.0-4.4,4.2-4.3
1008,4-5,4.0-4.4,4.2-4.3
1009,4-5,4.0-4.4,4.2-4.3
1010,4-5,4.0-4.4,4.0-4.1
1011,4-5,4.0-4.4,4.2-4.3
1012,4-5,4.0-4.4,4.0-4.1
1013,3-4,3.5-3.9,3.8-3.9
1014,4-5,4.0-4.4,4.0-4.1
1015,4-5,4.0-4.4,4.4-4.5
1016,4-5,4.5-4.9,4.4-4.5
1017,4-5,4.5-4.9,4.4-4.5
1018,4-5,4.5-4.9,4.6-4.7
1019,4-5,4.0-4.4,4.4-4.5
1020,4-5,4.0-4.4,4.0-4.1
1021,4-5,4.0-4.4,4.2-4.3
1022,4-5,4.5-4.9,4.6-4.7
1023,4-5,4.5-4.9,4.4-4.5
1024,4-5,4.0-4.4,4.2-4.3
1025,4-5,4.5-4.9,4.6-4.7
1026,4-5,4.5-4.9,4.4-4.5
1027,4-5,4.5-4.9,4.6-4.7
1028,4-5,4.5-4.9,4.4-4.5
1029,4-5,4.5-4.9,4.4-4.5
1030,4-5,4.5-5.0,4.8-5.0
1031,4-5,4.0-4.4,4.2-4.3
1032,4-5,4.5-4.9,4.4-4.5
1033,4-5,4.5-4.9,4.4-4.5
1034,4-5,4.5-4.9,4.4-4.5
1035,4-5,4.0-4.4,4.0-4.1
1036,2-3,2.5-2.9,2.8-2.9
1037,3-4,3.0-3.4,3.2-3.3
1038,3-4,3.5-3.9,3.8-3.9
1039,4-5,4.0-4.4,4.0-4.1
1040,3-4,3.5-3.9,3.8-3.9
1041,4-5,4.0-4.4,4.2-4.3
1042,4-5,4.0-4.4,4.2-4.3
1043,4-5,4.0-4.4,4.2-4.3
1044,3-4,3.5-3.9,3.6-3.7
1045,4-5,4.0-4.4,4.2-4.3
1046,4-5,4.5-4.9,4.6-4.7
1047,3-4,3.5-3.9,3.6-3.7
1048,4-5,4.5-4.9,4.6-4.7
1049,4-5,4.0-4.4,4.0-4.1
1050,4-5,4.0-4.4,4.2-4.3
1051,4-5,4.0-4.4,4.2-4.3
1052,4-5,4.5-4.9,4.4-4.5
1053,4-5,4.5-4.9,4.4-4.5
1054,4-5,4.0-4.4,4.4-4.5
1055,4-5,4.5-4.9,4.4-4.5
1056,4-5,4.5-4.9,4.6-4.7
1057,3-4,3.5-3.9,3.8-3.9
1058,4-5,4.0-4.4,4.2-4.3
1059,4-5,4.5-4.9,4.4-4.5
1060,4-5,4.0-4.4,4.2-4.3
1061,4-5,4.0-4.4,4.0-4.1
1062,4-5,4.0-4.4,4.0-4.1
1063,3-4,3.0-3.4,3.0-3.1
1064,4-5,4.5-4.9,4.6-4.7
1065,4-5,4.0-4.4,4.2-4.3
1066,3-4,3.5-3.9,3.8-3.9
1067,4-5,4.0-4.4,4.4-4.5
1068,4-5,4.0-4.4,4.2-4.3
1069,2-3,2.5-2.9,2.4-2.5
1070,4-5,4.0-4.4,4.2-4.3
1071,4-5,4.0-4.4,4.0-4.1
1072,4-5,4.5-4.9,4.4-4.5
1073,3-4,3.5-3.9,3.6-3.7
1074,4-5,4.0-4.4,4.2-4.3
1075,4-5,4.5-4.9,4.4-4.5
1076,4-5,4.0-4.4,4.2-4.3
1077,4-5,4.5-4.9,4.4-4.5
1078,4-5,4.5-4.9,4.4-4.5
1079,4-5,4.5-4.9,4.4-4.5
1080,4-5,4.0-4.4,4.0-4.1
1081,4-5,4.5-4.9,4.4-4.5
1082,4-5,4.5-4.9,4.6-4.7
1083,4-5,4.5-4.9,4.6-4.7
1084,4-5,4.0-4.4,4.0-4.1
1085,4-5,4.5-4.9,4.4-4.5
1086,4-5,4.0-4.4,4.2-4.3
1087,3-4,3.5-3.9,3.6-3.7
1088,4-5,4.0-4.4,4.2-4.3
1089,4-5,4.0-4.4,4.2-4.3
1090,4-5,4.0-4.4,4.2-4.3
1091,4-5,4.5-4.9,4.4-4.5
1092,4-5,4.0-4.4,4.4-4.5
1093,3-4,3.5-3.9,3.6-3.7
1094,1-2,1.5-1.9,1.8-1.9
1095,4-5,4.5-4.9,4.4-4.5
1096,3-4,3.5-3.9,3.6-3.7
1097,4-5,4.0-4.4,4.4-4.5
1098,4-5,4.0-4.4,4.0-4.1
1099,4-5,4.5-4.9,4.4-4.5
1100,4-5,4.5-5.0,4.8-5.0
1101,4-5,4.0-4.4,4.2-4.3
1102,3-4,3.0-3.4,3.0-3.1
1103,4-5,4.0-4.4,4.4-4.5
1104,4-5,4.0-4.4,4.2-4.3
1105,3-4,3.5-3.9,3.6-3.7
1106,4-5,4.5-4.9,4.4-4.5
1107,4-5,4.0-4.4,4.0-4.1
1108,4-5,4.0-4.4,4.4-4.5
1109,3-4,3.5-3.9,3.6-3.7
1110,3-4,3.0-3.4,3.2-3.3
1111,4-5,4.5-4.9,4.6-4.7
1112,4-5,4.0-4.4,4.2-4.3
1113,3-4,3.5-3.9,3.8-3.9
1114,4-5,4.0-4.4,4.0-4.1
1115,4-5,4.0-4.4,4.2-4.3
1116,4-5,4.0-4.4,4.2-4.3
1117,4-5,4.0-4.4,4.0-4.1
1118,4-5,4.0-4.4,4.2-4.3
1119,3-4,3.5-3.9,3.6-3.7
1120,4-5,4.0-4.4,4.0-4.1
1121,4-5,4.0-4.4,4.0-4.1
1122,4-5,4.0-4.4,4.2-4.3
1123,4-5,4.5-4.9,4.4-4.5
1124,4-5,4.5-4.9,4.6-4.7
1125,3-4,3.0-3.4,3.0-3.1
1126,4-5,4.5-4.9,4.8-4.9
1127,4-5,4.0-4.4,4.4-4.5
1128,4-5,4.0-4.4,4.0-4.1
1129,4-5,4.0-4.4,4.0-4.1
1130,4-5,4.5-4.9,4.4-4.5
1131,4-5,4.0-4.4,4.4-4.5
1132,4-5,4.0-4.4,4.4-4.5
1133,2-3,2.5-2.9,2.6-2.7
1134,4-5,4.5-4.9,4.8-4.9
1135,4-5,4.0-4.4,4.0-4.1
1136,4-5,4.5-4.9,4.6-4.7
1137,4-5,4.0-4.4,4.0-4.1
1138,4-5,4.0-4.4,4.0-4.1
1139,4-5,4.5-4.9,4.6-4.7
1140,4-5,4.5-4.9,4.6-4.7
1141,4-5,4.0-4.4,4.4-4.5
1142,4-5,4.0-4.4,4.2-4.3
1143,4-5,4.5-4.9,4.4-4.5
1144,4-5,4.0-4.4,4.2-4.3
1145,4-5,4.5-4.9,4.4-4.5
1146,3-4,3.5-3.9,3.6-3.7
1147,4-5,4.5-4.9,4.4-4.5
1148,4-5,4.0-4.4,4.2-4.3
1149,4-5,4.0-4.4,4.2-4.3
1150,3-4,3.5-3.9,3.4-3.5
1151,3-4,3.5-3.9,3.6-3.7
1152,2-3,2.5-2.9,2.4-2.5
1153,4-5,4.0-4.4,4.0-4.1
1154,2-3,2.5-2.9,2.8-2.9
1155,2-3,2.5-2.9,2.6-2.7
1156,4-5,4.5-4.9,4.4-4.5
1157,4-5,4.5-4.9,4.4-4.5
1158,4-5,4.5-4.9,4.4-4.5
1159,4-5,4.5-4.9,4.4-4.5
1160,4-5,4.0-4.4,4.2-4.3
1161,4-5,4.0-4.4,4.0-4.1
1162,4-5,4.0-4.4,4.2-4.3
1163,4-5,4.5-4.9,4.4-4.5
1164,4-5,4.0-4.4,4.2-4.3
1165,4-5,4.5-4.9,4.4-4.5
1166,4-5,4.5-4.9,4.4-4.5
1167,3-4,3.5-3.9,3.4-3.5
1168,4-5,4.5-4.9,4.6-4.7
1169,4-5,4.0-4.4,4.0-4.1
1170,4-5,4.5-4.9,4.4-4.5
1171,3-4,3.5-3.9,3.6-3.7
1172,4-5,4.0-4.4,4.0-4.1
1173,4-5,4.5-4.9,4.6-4.7
1174,4-5,4.5-4.9,4.4-4.5
1175,4-5,4.5-4.9,4.4-4.5
1176,4-5,4.5-4.9,4.6-4.7
1177,4-5,4.0-4.4,4.2-4.3
1178,3-4,3.5-3.9,3.6-3.7
1179,4-5,4.5-4.9,4.6-4.7
1180,4-5,4.5-4.9,4.4-4.5
1181,4-5,4.0-4.4,4.4-4.5
1182,4-5,4.0-4.4,4.0-4.1
1183,4-5,4.0-4.4,4.2-4.3
1184,4-5,4.0-4.4,4.0-4.1
1185,4-5,4.0-4.4,4.2-4.3
1186,4-5,4.0-4.4,4.4-4.5
1187,4-5,4.0-4.4,4.2-4.3
1188,4-5,4.0-4.4,4.2-4.3
1189,2-3,2.5-2.9,2.6-2.7
1190,4-5,4.0-4.4,4.2-4.3
1191,4-5,4.5-4.9,4.4-4.5
1192,4-5,4.0-4.4,4.0-4.1
1193,4-5,4.0-4.4,4.2-4.3
1194,4-5,4.5-4.9,4.6-4.7
1195,4-5,4.0-4.4,4.2-4.3
1196,2-3,2.0-2.4,2.2-2.3
1197,4-5,4.5-4.9,4.4-4.5
1198,4-5,4.0-4.4,4.2-4.3
1199,4-5,4.0-4.4,4.2-4.3
1200,3-4,3.5-3.9,3.6-3.7
1201,4-5,4.0-4.4,4.4-4.5
1202,4-5,4.0-4.4,4.0-4.1
1203,4-5,4.0-4.4,4.2-4.3
1204,3-4,3.5-3.9,3.6-3.7
1205,3-4,3.5-3.9,3.6-3.7
1206,4-5,4.5-4.9,4.4-4.5
1207,4-5,4.5-4.9,4.6-4.7
1208,3-4,3.5-3.9,3.6-3.7
1209,4-5,4.0-4.4,4.4-4.5
1210,4-5,4.5-5.0,4.8-5.0
1211,4-5,4.5-4.9,4.8-4.9
1212,2-3,2.5-2.9,2.8-2.9
1213,3-4,3.0-3.4,3.2-3.3
1214,4-5,4.0-4.4,4.4-4.5
1215,4-5,4.0-4.4,4.2-4.3
1216,4-5,4.5-4.9,4.4-4.5
1217,4-5,4.0-4.4,4.0-4.1
1218,4-5,4.0-4.4,4.2-4.3
1219,4-5,4.5-4.9,4.8-4.9
1220,2-3,2.0-2.4,2.2-2.3
1221,2-3,2.5-2.9,2.6-2.7
1222,4-5,4.5-4.9,4.6-4.7
1223,4-5,4.5-4.9,4.4-4.5
1224,4-5,4.0-4.4,4.4-4.5
1225,4-5,4.0-4.4,4.0-4.1
1226,4-5,4.5-4.9,4.4-4.5
1227,4-5,4.0-4.4,4.4-4.5
1228,4-5,4.0-4.4,4.4-4.5
1229,4-5,4.5-4.9,4.8-4.9
1230,4-5,4.0-4.4,4.4-4.5
1231,4-5,4.5-4.9,4.4-4.5
1232,3-4,3.5-3.9,3.8-3.9
1233,4-5,4.0-4.4,4.2-4.3
1234,1-2,1.5-1.9,1.6-1.7
1235,4-5,4.0-4.4,4.0-4.1
1236,4-5,4.5-4.9,4.4-4.5
1237,4-5,4.5-4.9,4.4-4.5
1238,4-5,4.0-4.4,4.2-4.3
1239,4-5,4.0-4.4,4.0-4.1
1240,2-3,2.5-2.9,2.6-2.7
1241,4-5,4.0-4.4,4.2-4.3
1242,4-5,4.0-4.4,4.2-4.3
1243,4-5,4.0-4.4,4.2-4.3
1244,3-4,3.5-3.9,3.8-3.9
1245,4-5,4.0-4.4,4.2-4.3
1246,4-5,4.0-4.4,4.2-4.3
1247,4-5,4.0-4.4,4.2-4.3
1248,4-5,4.0-4.4,4.2-4.3
1249,3-4,3.5-3.9,3.4-3.5
1250,3-4,3.5-3.9,3.8-3.9
1251,3-4,3.0-3.4,3.2-3.3
1252,3-4,3.5-3.9,3.8-3.9
1253,4-5,4.5-4.9,4.6-4.7
1254,2-3,2.5-2.9,2.6-2.7
1255,4-5,4.5-4.9,4.4-4.5
1256,3-4,3.0-3.4,3.0-3.1
1257,4-5,4.0-4.4,4.0-4.1
1258,1-2,1.5-1.9,1.6-1.7
